time,nino34
Mar 1939,-0.80415
Apr 1939,-0.1022
May 1939,-0.01915
Jun 1939,0.24225
Jul 1939,0.16175
Aug 1939,0.189
Sep 1939,0.12575
Oct 1939,-0.2291
Nov 1939,0.1685
Dec 1939,0.6918501
Jan 1940,1.2571
Feb 1940,1.401
Mar 1940,1.73285
Apr 1940,1.561
May 1940,1.4435
Jun 1940,1.11815
Jul 1940,0.9075
Aug 1940,0.7325
Sep 1940,0.60535
Oct 1940,0.8041
Nov 1940,1.33415
Dec 1940,1.69935
Jan 1941,1.88045
Feb 1941,1.95895
Mar 1941,1.94975
Apr 1941,1.79295
May 1941,1.8496
Jun 1941,1.928
Jul 1941,1.3524
Aug 1941,0.9196
Sep 1941,0.8419501
Oct 1941,0.9835
Nov 1941,1.76835
Dec 1941,1.70095
Jan 1942,0.87965
Feb 1942,0.58715
Mar 1942,0.52835
Apr 1942,0.823
May 1942,0.24995
Jun 1942,-0.22185
Jul 1942,-0.53165
Aug 1942,-1.03275
Sep 1942,-1.4623
Oct 1942,-1.681
Nov 1942,-1.5934
Dec 1942,-1.36435
Jan 1943,-1.63145
Feb 1943,-1.58935
Mar 1943,-1.12185
Apr 1943,-0.6737
May 1943,-0.06885
Jun 1943,0.0116
Jul 1943,0.18055
Aug 1943,0.0802
Sep 1943,-0.3037
Oct 1943,-0.7841001
Nov 1943,-0.5982
Dec 1943,-0.6165
Jan 1944,-0.6149001
Feb 1944,-0.12815
Mar 1944,-0.15135
Apr 1944,-0.0957
May 1944,0.12805
Jun 1944,0.25295
Jul 1944,0.2396
Aug 1944,-0.0749
Sep 1944,-0.7405
Oct 1944,-0.6442
Nov 1944,-0.67155
Dec 1944,-0.53095
Jan 1945,-0.7930501
Feb 1945,-0.83355
Mar 1945,-0.79905
Apr 1945,-0.57865
May 1945,-0.3542
Jun 1945,-0.06680001
Jul 1945,-0.52445
Aug 1945,-0.5688
Sep 1945,-0.5966001
Oct 1945,-0.47595
Nov 1945,-0.2478
Dec 1945,-0.06535
Jan 1946,-0.14275
Feb 1946,-0.26155
Mar 1946,-0.30835
Apr 1946,-0.47905
May 1946,-0.1661
Jun 1946,0.1091
Jul 1946,0.23815
Aug 1946,-0.57925
Sep 1946,-0.3509
Oct 1946,-0.02835
Nov 1946,0.13405
Dec 1946,-0.05765
Jan 1947,0.1178
Feb 1947,-0.0155
Mar 1947,0.19965
Apr 1947,0.1143
May 1947,0.03045
Jun 1947,0.40465
Jul 1947,0.46065
Aug 1947,0.16305
Sep 1947,-0.32115
Oct 1947,-0.5531
Nov 1947,-0.4177
Dec 1947,-0.12815
Jan 1948,-0.06465
Feb 1948,0.2635
Mar 1948,0.4241
Apr 1948,0.31415
May 1948,0.43865
Jun 1948,0.2873
Jul 1948,0.1657
Aug 1948,-0.06875
Sep 1948,-0.3704
Oct 1948,-0.7475
Nov 1948,-0.45725
Dec 1948,0.0471
Jan 1949,-0.3435
Feb 1949,-0.08495001
Mar 1949,-0.6368001
Apr 1949,0.037
May 1949,0.28065
Jun 1949,-0.4103
Jul 1949,-0.30355
Aug 1949,-0.2406
Sep 1949,-0.33935
Oct 1949,-0.78465
Nov 1949,-1.23645
Dec 1949,-1.2349
Jan 1950,-1.04315
Feb 1950,-1.49235
Mar 1950,-1.06325
Apr 1950,-0.85005
May 1950,-1.1993
Jun 1950,-0.5658
Jul 1950,-0.45175
Aug 1950,-0.42945
Sep 1950,-0.8753501
Oct 1950,-0.6503
Nov 1950,-0.8634
Dec 1950,-0.68685
Jan 1951,-0.7444
Feb 1951,-0.5627
Mar 1951,-0.2467
Apr 1951,0.003999999
May 1951,0.1041
Jun 1951,0.3674
Jul 1951,0.5095
Aug 1951,0.49215
Sep 1951,0.68585
Oct 1951,0.5304
Nov 1951,0.64235
Dec 1951,0.39855
Jan 1952,0.3769
Feb 1952,0.2787
Mar 1952,-0.01835
Apr 1952,0.50135
May 1952,0.24135
Jun 1952,-0.2761
Jul 1952,-0.13825
Aug 1952,-0.1233
Sep 1952,0.02615
Oct 1952,0.0829
Nov 1952,-0.2855
Dec 1952,-0.25745
Jan 1953,0.3195
Feb 1953,0.2302
Mar 1953,0.01965
Apr 1953,0.51495
May 1953,0.4859
Jun 1953,0.5527501
Jul 1953,0.42315
Aug 1953,0.3703
Sep 1953,0.7779
Oct 1953,0.4893
Nov 1953,0.3736
Dec 1953,0.3628
Jan 1954,0.5443
Feb 1954,0.37
Mar 1954,0.25395
Apr 1954,-0.15255
May 1954,-0.14325
Jun 1954,-0.245
Jul 1954,-0.53815
Aug 1954,-0.54195
Sep 1954,-0.71015
Oct 1954,-0.50505
Nov 1954,-0.49345
Dec 1954,-0.7486501
Jan 1955,-0.43655
Feb 1955,-0.441
Mar 1955,-0.3714
Apr 1955,-0.3326
May 1955,-0.6783
Jun 1955,-0.4841
Jul 1955,-0.43235
Aug 1955,-0.52525
Sep 1955,-0.6547
Oct 1955,-1.19595
Nov 1955,-1.66715
Dec 1955,-1.37845
Jan 1956,-0.90145
Feb 1956,-0.5378
Mar 1956,-0.6305
Apr 1956,-0.6204
May 1956,-0.43235
Jun 1956,-0.5942
Jul 1956,-0.52055
Aug 1956,-0.58535
Sep 1956,-0.5914
Oct 1956,-0.5613
Nov 1956,-0.8129001
Dec 1956,-0.4905
Jan 1957,-0.4839
Feb 1957,-0.0823
Mar 1957,0.36085
Apr 1957,0.5596001
May 1957,0.64475
Jun 1957,0.4269
Jul 1957,0.7661501
Aug 1957,1.0368
Sep 1957,0.655
Oct 1957,0.7748001
Nov 1957,1.18545
Dec 1957,1.1941
Jan 1958,1.6185
Feb 1958,1.41085
Mar 1958,1.07125
Apr 1958,0.629
May 1958,0.67045
Jun 1958,0.5511
Jul 1958,0.30575
Aug 1958,0.39445
Sep 1958,-1.9999966E-04
Oct 1958,0.22395
Nov 1958,0.22685
Dec 1958,0.5095
Jan 1959,0.5339
Feb 1959,0.39285
Mar 1959,0.1062
Apr 1959,0.4105
May 1959,0.31245
Jun 1959,-0.1109
Jul 1959,-0.3093
Aug 1959,-0.4415
Sep 1959,-0.52455
Oct 1959,0.01195
Nov 1959,-0.1384
Dec 1959,-0.08835001
Jan 1960,-0.13005
Feb 1960,-0.2698
Mar 1960,0.20095
Apr 1960,0.2312
May 1960,0.1728
Jun 1960,-0.0173
Jul 1960,-0.0605
Aug 1960,0.3125
Sep 1960,0.2446
Oct 1960,-0.2493
Nov 1960,-0.1438
Dec 1960,-0.1101
Jan 1961,-0.1652
Feb 1961,0.078
Mar 1961,0.007800001
Apr 1961,0.3146
May 1961,0.29935
Jun 1961,0.7715001
Jul 1961,0.25005
Aug 1961,-0.26505
Sep 1961,-0.45745
Oct 1961,-0.5244001
Nov 1961,-0.2586
Dec 1961,-0.1746
Jan 1962,-0.3731
Feb 1962,-0.27255
Mar 1962,-0.22945
Apr 1962,-0.20985
May 1962,-0.2465
Jun 1962,-0.01325
Jul 1962,0.11765
Aug 1962,0.0396
Sep 1962,-0.29385
Oct 1962,-0.37455
Nov 1962,-0.4298
Dec 1962,-0.5406
Jan 1963,-0.48905
Feb 1963,-0.284
Mar 1963,0.0177
Apr 1963,0.14285
May 1963,0.29495
Jun 1963,0.4677
Jul 1963,1.02455
Aug 1963,1.06555
Sep 1963,1.10605
Oct 1963,1.051
Nov 1963,1.0275
Dec 1963,1.22665
Jan 1964,0.8616
Feb 1964,0.42035
Mar 1964,-0.2875
Apr 1964,-0.32595
May 1964,-0.58735
Jun 1964,-0.7496501
Jul 1964,-0.7599
Aug 1964,-0.6046
Sep 1964,-0.8423001
Oct 1964,-0.8828
Nov 1964,-1.0747
Dec 1964,-1.0702
Jan 1965,-0.69975
Feb 1965,-0.3518
Mar 1965,-0.36355
Apr 1965,-0.07225
May 1965,0.5535001
Jun 1965,0.7427
Jul 1965,0.95465
Aug 1965,1.29095
Sep 1965,1.50635
Oct 1965,1.66515
Nov 1965,1.71115
Dec 1965,1.60365
Jan 1966,1.37355
Feb 1966,0.9731001
Mar 1966,0.9541501
Apr 1966,0.6687
May 1966,0.2808
Jun 1966,0.5074
Jul 1966,0.55065
Aug 1966,0.1253
Sep 1966,0.2059
Oct 1966,0.11185
Nov 1966,0.0386
Dec 1966,-0.1484
Jan 1967,-0.39785
Feb 1967,-0.3256
Mar 1967,-0.35375
Apr 1967,-0.5924
May 1967,-0.30115
Jun 1967,0.14225
Jul 1967,0.16965
Aug 1967,-0.2813
Sep 1967,-0.56175
Oct 1967,-0.4802
Nov 1967,-0.35995
Dec 1967,-0.51665
Jan 1968,-0.72895
Feb 1968,-0.8136
Mar 1968,-0.6816
Apr 1968,-0.45
May 1968,-0.2383
Jun 1968,0.38585
Jul 1968,0.6583
Aug 1968,0.42855
Sep 1968,0.12535
Oct 1968,0.28345
Nov 1968,0.737
Dec 1968,0.822
Jan 1969,1.3177
Feb 1969,1.05195
Mar 1969,0.54045
Apr 1969,0.345
May 1969,0.75835
Jun 1969,0.5441
Jul 1969,0.3565
Aug 1969,0.3519
Sep 1969,0.7323501
Oct 1969,0.854
Nov 1969,0.8383501
Dec 1969,0.9278501
Jan 1970,0.96785
Feb 1970,0.81085
Mar 1970,0.5767
Apr 1970,0.6122
May 1970,0.37405
Jun 1970,-0.2419
Jul 1970,-0.86875
Aug 1970,-1.0108
Sep 1970,-0.9974501
Oct 1970,-0.88425
Nov 1970,-1.1652
Dec 1970,-1.5775
Jan 1971,-1.5328
Feb 1971,-1.28835
Mar 1971,-1.2794
Apr 1971,-0.7870001
May 1971,-0.6149001
Jun 1971,-0.73175
Jul 1971,-0.4153
Aug 1971,-0.3475
Sep 1971,-0.7048001
Oct 1971,-0.8530501
Nov 1971,-0.8535001
Dec 1971,-0.98335
Jan 1972,-0.5112
Feb 1972,-0.2875
Mar 1972,-0.12525
Apr 1972,0.2363
May 1972,0.42235
Jun 1972,0.78545
Jul 1972,0.9217001
Aug 1972,1.34825
Sep 1972,1.3537
Oct 1972,1.89195
Nov 1972,2.22465
Dec 1972,2.06895
Jan 1973,1.5281
Feb 1973,1.377
Mar 1973,0.79285
Apr 1973,0.1082
May 1973,-0.84235
Jun 1973,-1.10255
Jul 1973,-0.91105
Aug 1973,-1.50265
Sep 1973,-1.28985
Oct 1973,-1.7073
Nov 1973,-2.3298
Dec 1973,-2.21065
Jan 1974,-1.93025
Feb 1974,-1.73535
Mar 1974,-1.2004
Apr 1974,-1.0039
May 1974,-0.6255
Jun 1974,-0.36915
Jul 1974,-0.8753501
Aug 1974,-0.3467
Sep 1974,-0.316
Oct 1974,-0.61125
Nov 1974,-0.92695
Dec 1974,-0.689
Jan 1975,-0.1732
Feb 1975,-0.46765
Mar 1975,-0.7535
Apr 1975,-0.52585
May 1975,-0.7262
Jun 1975,-1.0375
Jul 1975,-1.1098
Aug 1975,-1.02875
Sep 1975,-0.9444
Oct 1975,-1.3847
Nov 1975,-1.4701
Dec 1975,-1.6611
Jan 1976,-1.81635
Feb 1976,-1.2497
Mar 1976,-0.5599
Apr 1976,-0.2865
May 1976,-0.2991
Jun 1976,0.0366
Jul 1976,0.05665
Aug 1976,0.5192
Sep 1976,0.874
Oct 1976,0.8864501
Nov 1976,0.8229501
Dec 1976,0.73365
Jan 1977,0.92765
Feb 1977,0.42025
Mar 1977,0.2601
Apr 1977,-0.08595
May 1977,0.42845
Jun 1977,0.65285
Jul 1977,0.47185
Aug 1977,0.21415
Sep 1977,0.30815
Oct 1977,0.62025
Nov 1977,1.03655
Dec 1977,1.03035
Jan 1978,0.86775
Feb 1978,0.4535
Mar 1978,0.2628
Apr 1978,-0.31455
May 1978,-0.1478
Jun 1978,-0.36665
Jul 1978,-0.30965
Aug 1978,-0.4782
Sep 1978,-0.33935
Oct 1978,-0.68325
Nov 1978,-0.09065001
Dec 1978,-0.03979999
Jan 1979,0.12165
Feb 1979,0.16405
Mar 1979,0.26485
Apr 1979,0.4058
May 1979,0.27175
Jun 1979,0.24365
Jul 1979,-0.18765
Aug 1979,0.05455
Sep 1979,0.63445
Oct 1979,0.17405
Nov 1979,0.1989
Dec 1979,0.65745
Jan 1980,0.5271
Feb 1980,0.338
Mar 1980,0.22585
Apr 1980,0.3964
May 1980,0.21655
Jun 1980,0.53975
Jul 1980,0.10495
Aug 1980,0.0616
Sep 1980,0.0473
Oct 1980,-0.13555
Nov 1980,0.12255
Dec 1980,0.4343
Jan 1981,-0.41375
Feb 1981,-0.50495
Mar 1981,-0.13815
Apr 1981,-0.4805
May 1981,-0.1903
Jun 1981,-0.18885
Jul 1981,-0.6174001
Aug 1981,-0.5406
Sep 1981,-0.13
Oct 1981,-0.1441
Nov 1981,-0.369671
Dec 1981,-0.165107
Jan 1982,0.1685367
Feb 1982,-0.07257544
Mar 1982,-0.03044433
Apr 1982,0.4987381
May 1982,0.9607534
Jun 1982,1.387818
Jul 1982,0.9586264
Aug 1982,1.170821
Sep 1982,1.563705
Oct 1982,1.894048
Nov 1982,2.247312
Dec 1982,2.63024
Jan 1983,2.670714
Feb 1983,2.330823
Mar 1983,1.793289
Apr 1983,1.325161
May 1983,1.354676
Jun 1983,0.8654214
Jul 1983,0.2236512
Aug 1983,0.1493223
Sep 1983,0.06347736
Oct 1983,-0.4621893
Nov 1983,-0.5245209
Dec 1983,-0.4745096
Jan 1984,-0.6226804
Feb 1984,-0.3596817
Mar 1984,-0.2455107
Apr 1984,-0.1718429
May 1984,-0.273721
Jun 1984,-0.4549687
Jul 1984,-0.2130912
Aug 1984,-0.22255
Sep 1984,0.03704498
Oct 1984,-0.5166357
Nov 1984,-0.8474377
Dec 1984,-1.190794
Jan 1985,-0.9690908
Feb 1985,-0.957047
Mar 1985,-0.8761747
Apr 1985,-0.5833117
May 1985,-0.396598
Jun 1985,-0.4180299
Jul 1985,-0.2560842
Aug 1985,-0.07933043
Sep 1985,-0.09055109
Oct 1985,-0.2807256
Nov 1985,-0.1533939
Dec 1985,-0.2562934
Jan 1986,-0.6247901
Feb 1986,-0.555715
Mar 1986,-0.3260681
Apr 1986,-0.05299024
May 1986,0.003797319
Jun 1986,0.3061221
Jul 1986,0.3152726
Aug 1986,0.4661549
Sep 1986,0.9744524
Oct 1986,1.088511
Nov 1986,1.321723
Dec 1986,1.272802
Jan 1987,1.312828
Feb 1987,1.291322
Mar 1987,1.308231
Apr 1987,1.239516
May 1987,1.149481
Jun 1987,1.467015
Jul 1987,1.638674
Aug 1987,1.748565
Sep 1987,1.956354
Oct 1987,1.614114
Nov 1987,1.5493
Dec 1987,1.158452
Jan 1988,0.783626
Feb 1988,0.4829691
Mar 1988,0.155239
Apr 1988,-0.1811756
May 1988,-0.8889615
Jun 1988,-1.179571
Jul 1988,-1.353236
Aug 1988,-1.268678
Sep 1988,-0.8171458
Oct 1988,-1.638378
Nov 1988,-1.950983
Dec 1988,-1.947681
Jan 1989,-1.896731
Feb 1989,-1.393015
Mar 1989,-1.16087
Apr 1989,-0.8052607
May 1989,-0.5009683
Jun 1989,-0.4680014
Jul 1989,-0.363923
Aug 1989,-0.3174935
Sep 1989,-0.135505
Oct 1989,-0.2442848
Nov 1989,-0.08602227
Dec 1989,0.1115275
Jan 1990,0.04130142
Feb 1990,0.1956717
Mar 1990,0.207732
Apr 1990,0.3891034
May 1990,0.4324062
Jun 1990,0.2015401
Jul 1990,0.1990872
Aug 1990,0.3898977
Sep 1990,0.4120895
Oct 1990,0.3837637
Nov 1990,0.4118431
Dec 1990,0.5538644
Jan 1991,0.5850401
Feb 1991,0.3345708
Mar 1991,0.1559538
Apr 1991,0.3873435
May 1991,0.6797844
Jun 1991,0.9995197
Jul 1991,0.9230537
Aug 1991,0.7732849
Sep 1991,0.6803258
Oct 1991,1.104009
Nov 1991,1.354492
Dec 1991,1.803362
Jan 1992,1.78421
Feb 1992,1.800951
Mar 1992,1.553222
Apr 1992,1.596972
May 1992,1.529681
Jun 1992,0.8674004
Jul 1992,0.7287083
Aug 1992,0.2688603
Sep 1992,0.2549473
Oct 1992,0.07061324
Nov 1992,0.2946153
Dec 1992,0.3905052
Jan 1993,0.3976894
Feb 1993,0.5403973
Mar 1993,0.6407496
Apr 1993,1.009554
May 1993,1.144188
Jun 1993,0.9174163
Jul 1993,0.6239171
Aug 1993,0.4011663
Sep 1993,0.6276116
Oct 1993,0.5890414
Nov 1993,0.6060766
Dec 1993,0.3773582
Jan 1994,0.1963725
Feb 1994,-0.1016943
Mar 1994,0.1075206
Apr 1994,0.3303209
May 1994,0.5642313
Jun 1994,0.6328964
Jul 1994,0.3931615
Aug 1994,0.662169
Sep 1994,0.7458946
Oct 1994,1.039246
Nov 1994,1.328797
Dec 1994,1.30101
Jan 1995,1.051067
Feb 1995,0.7178015
Mar 1995,0.4655735
Apr 1995,0.3185008
May 1995,0.2545308
Jun 1995,0.2937575
Jul 1995,0.1137132
Aug 1995,-0.1690313
Sep 1995,-0.2815799
Oct 1995,-0.6944151
Nov 1995,-0.6741223
Dec 1995,-0.8032798
Jan 1996,-0.7101253
Feb 1996,-0.7534359
Mar 1996,-0.4471383
Apr 1996,-0.2662412
May 1996,-0.2108416
Jun 1996,-0.02739602
Jul 1996,-0.002049659
Aug 1996,-0.04749186
Sep 1996,-0.0633622
Oct 1996,-0.2570076
Nov 1996,-0.1266612
Dec 1996,-0.3533734
Jan 1997,-0.325502
Feb 1997,-0.2759746
Mar 1997,-0.007634386
Apr 1997,0.6009197
May 1997,1.136416
Jun 1997,1.461147
Jul 1997,1.667837
Aug 1997,2.078854
Sep 1997,2.348016
Oct 1997,2.434795
Nov 1997,2.644695
Dec 1997,2.586943
Jan 1998,2.581284
Feb 1998,2.213359
Mar 1998,1.648832
Apr 1998,1.150294
May 1998,0.8963093
Jun 1998,-0.2426743
Jul 1998,-0.5639467
Aug 1998,-0.5488017
Sep 1998,-0.4993471
Oct 1998,-0.9868823
Nov 1998,-0.9468658
Dec 1998,-1.412007
Jan 1999,-1.365756
Feb 1999,-1.218454
Mar 1999,-0.8662944
Apr 1999,-0.8333511
May 1999,-0.609074
Jun 1999,-0.674641
Jul 1999,-0.6986045
Aug 1999,-0.8447378
Sep 1999,-0.6865779
Oct 1999,-0.8780248
Nov 1999,-1.099647
Dec 1999,-1.4071
Jan 2000,-1.668904
Feb 2000,-1.476903
Mar 2000,-1.029958
Apr 2000,-0.5173781
May 2000,-0.4016142
Jun 2000,-0.2982034
Jul 2000,-0.2955247
Aug 2000,-0.3032986
Sep 2000,-0.230103
Oct 2000,-0.5203633
Nov 2000,-0.7015379
Dec 2000,-0.7118881
Jan 2001,-0.7478003
Feb 2001,-0.6593415
Mar 2001,-0.2633705
Apr 2001,-0.06437203
May 2001,-0.02981335
Jun 2001,0.2551593
Jul 2001,0.2740463
Aug 2001,0.1467442
Sep 2001,0.1194612
Oct 2001,0.05802204
Nov 2001,-0.08957847
Dec 2001,-0.2409468
Jan 2002,-0.03342746
Feb 2002,0.0669776
Mar 2002,0.05823279
Apr 2002,0.3201902
May 2002,0.5684664
Jun 2002,0.9565742
Jul 2002,0.8057413
Aug 2002,0.9022367
Sep 2002,1.132407
Oct 2002,1.26983
Nov 2002,1.561703
Dec 2002,1.575059
Jan 2003,1.213334
Feb 2003,0.7875871
Mar 2003,0.6349737
Apr 2003,0.2537869
May 2003,-0.1174592
Jun 2003,0.2326482
Jul 2003,0.4445817
Aug 2003,0.3447799
Sep 2003,0.4651751
Oct 2003,0.4998313
Nov 2003,0.5799719
Dec 2003,0.4079536
Jan 2004,0.3663312
Feb 2004,0.2073028
Mar 2004,0.03876759
Apr 2004,0.2771099
May 2004,0.4686549
Jun 2004,0.6105196
Jul 2004,0.5864179
Aug 2004,0.7109511
Sep 2004,0.868013
Oct 2004,0.7313836
Nov 2004,0.9044933
Dec 2004,0.9161932
Jan 2005,0.6211734
Feb 2005,0.2692571
Mar 2005,0.3943818
Apr 2005,0.533868
May 2005,0.6905206
Jun 2005,0.678191
Jul 2005,0.3739751
Aug 2005,0.1907407
Sep 2005,0.1882612
Oct 2005,0.006795724
Nov 2005,-0.211014
Dec 2005,-0.5547801
Jan 2006,-0.7708364
Feb 2006,-0.6327502
Mar 2006,-0.6032303
Apr 2006,-0.1295382
May 2006,0.2054892
Jun 2006,0.3475095
Jul 2006,0.2679942
Aug 2006,0.4874672
Sep 2006,0.9395713
Oct 2006,0.9457206
Nov 2006,1.289937
Dec 2006,1.34383
Jan 2007,0.8025302
Feb 2007,0.3193446
Mar 2007,0.07269326
Apr 2007,0.2121671
May 2007,0.01242287
Jun 2007,0.136528
Jul 2007,-0.21475
Aug 2007,-0.3861478
Sep 2007,-0.5934544
Oct 2007,-1.155354
Nov 2007,-1.247211
Dec 2007,-1.309558
Jan 2008,-1.648802
Feb 2008,-1.827046
Mar 2008,-1.185585
Apr 2008,-0.8178356
May 2008,-0.3704536
Jun 2008,-0.1917973
Jul 2008,0.08090317
Aug 2008,0.1927304
Sep 2008,0.1547251
Oct 2008,-0.2253359
Nov 2008,-0.2762638
Dec 2008,-0.7024158
Jan 2009,-0.9016197
Feb 2009,-0.781686
Mar 2009,-0.5593705
Apr 2009,-0.2334105
May 2009,0.4406189
Jun 2009,0.7626591
Jul 2009,0.8245909
Aug 2009,0.8018001
Sep 2009,0.9449329
Oct 2009,1.09579
Nov 2009,1.629656
Dec 2009,1.828414
Jan 2010,1.595162
Feb 2010,1.262854
Mar 2010,1.003959
Apr 2010,0.7099096
May 2010,0.1083375
Jun 2010,-0.4148845
Jul 2010,-0.9050353
Aug 2010,-1.022174
Sep 2010,-1.121764
Oct 2010,-1.387339
Nov 2010,-1.348907
Dec 2010,-1.44551
Jan 2011,-1.567864
Feb 2011,-1.322184
Mar 2011,-1.080537
Apr 2011,-0.686904
May 2011,-0.3553548
Jun 2011,-0.1853488
Jul 2011,-0.1977274
Aug 2011,-0.487421
Sep 2011,-0.4378118
Oct 2011,-0.8083819
Nov 2011,-0.8301516
Dec 2011,-0.9233272
Jan 2012,-0.9611461
Feb 2012,-0.6556787
Mar 2012,-0.472219
Apr 2012,-0.152123
May 2012,0.0901041
Jun 2012,0.3512252
Jul 2012,0.5256199
Aug 2012,0.8554796
Sep 2012,0.7753686
Oct 2012,0.4297625
Nov 2012,0.4782746
Dec 2012,0.02106343
Jan 2013,-0.3103693
Feb 2013,-0.3380254
Mar 2013,-0.06762193
Apr 2013,0.1521455
May 2013,-0.03993706
Jun 2013,-0.07104792
Jul 2013,-0.2589698
Aug 2013,-0.178479
Sep 2013,0.2080522
Oct 2013,-0.1095288
Nov 2013,0.250837
Dec 2013,0.1741632
Jan 2014,-0.3362259
Feb 2014,-0.4228735
Mar 2014,-0.01754558
Apr 2014,0.448495
May 2014,0.7640969
Jun 2014,0.6682625
Jul 2014,0.3419151
Aug 2014,0.2527915
Sep 2014,0.5224998
Oct 2014,0.5383721
Nov 2014,1.041391
Dec 2014,0.9952981
Jan 2015,0.6571826
Feb 2015,0.5912501
Mar 2015,0.6232916
Apr 2015,0.9541431
May 2015,1.293776
Jun 2015,1.532227
Jul 2015,1.809109
Aug 2015,2.187234
Sep 2015,2.366779
Oct 2015,2.441691
Nov 2015,2.857184
Dec 2015,2.687106
Jan 2016,2.509608
Feb 2016,2.165379
Mar 2016,1.711209
Apr 2016,1.384699
May 2016,0.7982632
Jun 2016,0.3227993
Jul 2016,-0.10584
Aug 2016,-0.2422172
Sep 2016,-0.1302812
Oct 2016,-0.5396779
Nov 2016,-0.2983628
Dec 2016,-0.2310827
Jan 2017,-0.2430275
Feb 2017,0.1086763
Mar 2017,0.07341979
Apr 2017,0.4254586
May 2017,0.6890637
Jun 2017,0.6566231
Jul 2017,0.4612643
Aug 2017,0.06360498
Sep 2017,-0.1630593
Oct 2017,-0.2430649
Nov 2017,-0.4970165
Dec 2017,-0.549198
Jan 2018,-0.6576737
Feb 2018,-0.8631814
Mar 2018,-0.7550387
Apr 2018,-0.2220533
May 2018,0.1014698
Jun 2018,0.2926604
Jul 2018,0.4436914
Aug 2018,0.3802604
Sep 2018,0.5710996